expansion,event_type,draft_id,draft_time,rank,event_match_wins,event_match_losses,pack_number,pick_number,pick,pick_maindeck_rate,pick_sideboard_in_rate,pack_card_Abstruse Appropriation,pack_card_Accursed Marauder,pack_card_Aerie Auxiliary,pack_card_Aether Revolt,pack_card_Aether Spike,pack_card_Ajani Fells the Godsire,"pack_card_Ajani, Nacatl Pariah",pack_card_Amped Raptor,pack_card_Amphibian Downpour,pack_card_Angel of the Ruins,pack_card_Annoyed Altisaur,pack_card_Arcbound Condor,pack_card_Archway of Innovation,pack_card_Arena of Glory,pack_card_Argent Dais,"pack_card_Arna Kennerüd, Skycaptain","pack_card_Ashling, Flame Dancer","pack_card_Azlask, the Swelling Scourge",pack_card_Barbarian Ring,pack_card_Basking Broodscale,pack_card_Bespoke Battlewagon,pack_card_Birthing Ritual,pack_card_Bloodsoaked Insight,pack_card_Bloodstained Mire,pack_card_Boggart Trawler,pack_card_Bountiful Landscape,pack_card_Brainsurge,pack_card_Branching Evolution,pack_card_Breaker of Creation,pack_card_Breathe Your Last,"pack_card_Breya, Etherium Shaper",pack_card_Bridgeworks Battle,pack_card_Buried Alive,"pack_card_Cayth, Famed Mechanist",pack_card_Cephalid Coliseum,pack_card_Charitable Levy,pack_card_Chthonian Nightmare,pack_card_Collective Resistance,pack_card_Colossal Dreadmask,pack_card_Conduit Goblin,pack_card_Consign to Memory,pack_card_Consuming Corruption,pack_card_Contaminated Landscape,pack_card_Copycrook,"pack_card_Coram, the Undertaker",pack_card_Corrupted Shapeshifter,pack_card_Crabomination,pack_card_Cranial Ram,pack_card_Cursed Mirror,pack_card_Cursed Wombat,pack_card_Cyclops Superconductor,pack_card_Deceptive Landscape,pack_card_Decree of Justice,pack_card_Deem Inferior,pack_card_Deep Analysis,pack_card_Depth Defiler,pack_card_Deserted Temple,pack_card_Detective's Phoenix,pack_card_Devourer of Destiny,pack_card_Disa the Restless,pack_card_Disciple of Freyalise,pack_card_Dismember,pack_card_Disruptor Flute,pack_card_Distinguished Conjurer,pack_card_Dog Umbra,pack_card_Dreadmobile,pack_card_Dreamdrinker Vampire,pack_card_Dreamtide Whale,pack_card_Drossclaw,pack_card_Drowner of Truth,pack_card_Drownyard Lurker,pack_card_Echoes of Eternity,"pack_card_Eladamri, Korvecdal",pack_card_Eldrazi Linebreaker,pack_card_Eldrazi Ravager,pack_card_Eldrazi Repurposer,pack_card_Electrozoa,pack_card_Emerald Medallion,pack_card_Emissary of Soulfire,pack_card_Emperor of Bones,pack_card_Emrakul's Messenger,"pack_card_Emrakul, the World Anew",pack_card_Endurance,pack_card_Envoy of the Ancestors,pack_card_Essence Reliquary,pack_card_Estrid's Invocation,pack_card_Etched Slith,pack_card_Etherium Pteramander,pack_card_Eviscerator's Insight,pack_card_Evolution Witness,pack_card_Expanding Ooze,pack_card_Expel the Unworthy,pack_card_Expressive Iteration,pack_card_Faithful Watchdog,pack_card_Fanatic of Rhonas,pack_card_Fanged Flames,pack_card_Fangs of Kalonia,pack_card_Fell the Profane,pack_card_Fetid Gargantua,pack_card_Flare of Cultivation,pack_card_Flare of Denial,pack_card_Flare of Duplication,pack_card_Flare of Fortitude,pack_card_Flare of Malice,pack_card_Fledgling Dragon,pack_card_Flooded Strand,pack_card_Foreboding Landscape,pack_card_Forest,pack_card_Fowl Strike,pack_card_Frogmyr Enforcer,pack_card_Furnace Hellkite,pack_card_Fury,pack_card_Galvanic Discharge,"pack_card_Genku, Future Shaper",pack_card_Ghostfire Slice,pack_card_Gift of the Viper,pack_card_Glaring Fleshraker,pack_card_Glasswing Grace,pack_card_Glimpse the Impossible,pack_card_Glyph Elemental,pack_card_Golden-Tail Trainer,pack_card_Gravedig,pack_card_Grief,pack_card_Grim Servant,"pack_card_Grist, Voracious Larva",pack_card_Guardian of the Forgotten,pack_card_Guide of Souls,pack_card_Harbinger of the Seas,"pack_card_Herigast, Erupting Nullkite",pack_card_Hexgold Slith,pack_card_Hope-Ender Coatl,pack_card_Horrid Shadowspinner,pack_card_Horrific Assault,pack_card_Hydra Trainer,pack_card_Hydroelectric Specimen,pack_card_Idol of False Gods,pack_card_Imskir Iron-Eater,pack_card_Indebted Spirit,pack_card_Infernal Captor,pack_card_Inspired Inventor,pack_card_Inventor's Axe,pack_card_Invert Polarity,pack_card_Island,pack_card_It That Heralds the End,pack_card_Izzet Generatorium,pack_card_Jet Medallion,pack_card_Jolted Awake,pack_card_Junk Diver,"pack_card_Jyoti, Moag Ancient","pack_card_K'rrik, Son of Yawgmoth",pack_card_Kaalia of the Vast,pack_card_Kami of Jealous Thirst,pack_card_Kappa Cannoneer,pack_card_Kozilek's Command,pack_card_Kozilek's Unsealing,"pack_card_Kozilek, the Broken Reality","pack_card_Kudo, King Among Bears","pack_card_Laelia, the Blade Reforged",pack_card_Legion Leadership,pack_card_Lethal Throwdown,pack_card_Lion Umbra,pack_card_Malevolent Rumble,pack_card_Mandibular Kite,pack_card_Marionette Apprentice,pack_card_Meltdown,pack_card_Metastatic Evangel,pack_card_Meteoric Mace,pack_card_Mindless Conscription,pack_card_Mogg Mob,pack_card_Molten Gatekeeper,pack_card_Monstrous Vortex,pack_card_Monumental Henge,pack_card_Mountain,pack_card_Muster the Departed,pack_card_Nadier's Nightblade,"pack_card_Nadu, Winged Wisdom",pack_card_Necrodominance,pack_card_Nesting Grounds,pack_card_Nethergoyf,pack_card_Nightshade Dryad,pack_card_Null Elemental Blast,pack_card_Nulldrifter,pack_card_Nyxborn Hydra,pack_card_Nyxborn Unicorn,pack_card_Obstinate Gargoyle,pack_card_Ocelot Pride,"pack_card_Omo, Queen of Vesuva",pack_card_Ondu Knotmaster,pack_card_Ophiomancer,pack_card_Orim's Chant,pack_card_Party Thrasher,pack_card_Path of Annihilation,pack_card_Pearl Medallion,"pack_card_Pearl-Ear, Imperial Advisor",pack_card_Perilous Landscape,pack_card_Persist,pack_card_Petrifying Meddler,"pack_card_Phelia, Exuberant Shepherd","pack_card_Phlage, Titan of Fire's Fury",pack_card_Phyrexian Ironworks,pack_card_Phyrexian Tower,pack_card_Pinnacle Monk,pack_card_Plains,pack_card_Planar Genesis,pack_card_Polluted Delta,pack_card_Powerbalance,pack_card_Priest of Titania,pack_card_Primal Prayers,pack_card_Prismatic Ending,pack_card_Propagator Drone,pack_card_Proud Pack-Rhino,pack_card_Psychic Frog,pack_card_Pyretic Rebirth,pack_card_Quest for the Necropolis,pack_card_Ral and the Implicit Maze,"pack_card_Ral, Monsoon Mage",pack_card_Razorgrass Ambush,pack_card_Reckless Pyrosurfer,pack_card_Recruiter of the Guard,pack_card_Reef Worm,pack_card_Refurbished Familiar,pack_card_Reiterating Bolt,pack_card_Retrofitted Transmogrant,pack_card_Revitalizing Repast,pack_card_Riddle Gate Gargoyle,pack_card_Ripples of Undeath,pack_card_Roil Cartographer,pack_card_Rosecot Knight,"pack_card_Rosheen, Roaring Prophet",pack_card_Ruby Medallion,pack_card_Rush of Inspiration,pack_card_Sage of the Unknowable,pack_card_Sapphire Medallion,pack_card_Sarpadian Simulacrum,"pack_card_Satya, Aetherflux Genius",pack_card_Scurrilous Sentry,pack_card_Scurry of Gremlins,pack_card_Seething Landscape,pack_card_Serum Visionary,pack_card_Sevinne's Reclamation,pack_card_Shadow of the Second Sun,pack_card_Shattered Landscape,pack_card_Sheltering Landscape,pack_card_Shifting Woodland,"pack_card_Shilgengar, Sire of Famine",pack_card_Shrieking Drake,pack_card_Siege Smash,pack_card_Signature Slam,pack_card_Sink into Stupor,pack_card_Six,pack_card_Skittering Precursor,"pack_card_Skoa, Embermage",pack_card_Smelted Chargebug,pack_card_Snapping Voidcraw,pack_card_Sneaky Snacker,pack_card_Snow-Covered Wastes,pack_card_Solar Transformer,pack_card_Solitude,pack_card_Solstice Zealot,pack_card_Sorin of House Markov,pack_card_Sowing Mycospawn,pack_card_Spawn-Gang Commander,pack_card_Springheart Nantuko,pack_card_Spymaster's Vault,pack_card_Static Prison,pack_card_Strength of the Harvest,pack_card_Strix Serenade,pack_card_Stump Stomp,pack_card_Subtlety,pack_card_Sundering Eruption,pack_card_Suppression Ray,pack_card_Swamp,pack_card_Sylvan Safekeeper,pack_card_Tamiyo Meets the Story Circle,"pack_card_Tamiyo, Inquisitive Student",pack_card_Temperamental Oozewagg,pack_card_Tempest Harvester,pack_card_Territory Culler,pack_card_The Creation of Avacyn,pack_card_The Hunger Tide Rises,pack_card_The Necrobloom,pack_card_Thief of Existence,pack_card_Thought-Knot Seer,pack_card_Thraben Charm,pack_card_Thriving Skyclaw,pack_card_Titans' Vanguard,pack_card_Toxic Deluge,pack_card_Tranquil Landscape,pack_card_Trickster's Elk,pack_card_Triton Wavebreaker,pack_card_Tune the Narrative,pack_card_Twisted Landscape,pack_card_Twisted Riddlekeeper,pack_card_Ugin's Binding,pack_card_Ugin's Labyrinth,"pack_card_Ulalek, Fused Atrocity","pack_card_Ulamog, the Defiler",pack_card_Unfathomable Truths,pack_card_Unstable Amulet,pack_card_Urza's Cave,pack_card_Urza's Incubator,pack_card_Utter Insignificance,pack_card_Vexing Bauble,pack_card_Victimize,pack_card_Voidpouncer,pack_card_Volatile Stormdrake,pack_card_Voltstorm Angel,pack_card_Warped Tusker,pack_card_Warren Soultrader,pack_card_Wastescape Battlemage,pack_card_Waterlogged Teachings,pack_card_Wheel of Potential,pack_card_White Orchid Phantom,pack_card_Wight of the Reliquary,pack_card_Windswept Heath,pack_card_Wing It,pack_card_Winter Moon,pack_card_Wirewood Symbiote,pack_card_Witch Enchanter,pack_card_Wither and Bloom,pack_card_Wooded Foothills,pack_card_Worn Powerstone,pack_card_Wrath of the Skies,pack_card_Writhing Chrysalis,pack_card_Wumpus Aberration,pack_card_Wurmcoil Larva,pool_Abstruse Appropriation,pool_Accursed Marauder,pool_Aerie Auxiliary,pool_Aether Revolt,pool_Aether Spike,pool_Ajani Fells the Godsire,"pool_Ajani, Nacatl Pariah",pool_Amped Raptor,pool_Amphibian Downpour,pool_Angel of the Ruins,pool_Annoyed Altisaur,pool_Arcbound Condor,pool_Archway of Innovation,pool_Arena of Glory,pool_Argent Dais,"pool_Arna Kennerüd, Skycaptain","pool_Ashling, Flame Dancer","pool_Azlask, the Swelling Scourge",pool_Barbarian Ring,pool_Basking Broodscale,pool_Bespoke Battlewagon,pool_Birthing Ritual,pool_Bloodsoaked Insight,pool_Bloodstained Mire,pool_Boggart Trawler,pool_Bountiful Landscape,pool_Brainsurge,pool_Branching Evolution,pool_Breaker of Creation,pool_Breathe Your Last,"pool_Breya, Etherium Shaper",pool_Bridgeworks Battle,pool_Buried Alive,"pool_Cayth, Famed Mechanist",pool_Cephalid Coliseum,pool_Charitable Levy,pool_Chthonian Nightmare,pool_Collective Resistance,pool_Colossal Dreadmask,pool_Conduit Goblin,pool_Consign to Memory,pool_Consuming Corruption,pool_Contaminated Landscape,pool_Copycrook,"pool_Coram, the Undertaker",pool_Corrupted Shapeshifter,pool_Crabomination,pool_Cranial Ram,pool_Cursed Mirror,pool_Cursed Wombat,pool_Cyclops Superconductor,pool_Deceptive Landscape,pool_Decree of Justice,pool_Deem Inferior,pool_Deep Analysis,pool_Depth Defiler,pool_Deserted Temple,pool_Detective's Phoenix,pool_Devourer of Destiny,pool_Disa the Restless,pool_Disciple of Freyalise,pool_Dismember,pool_Disruptor Flute,pool_Distinguished Conjurer,pool_Dog Umbra,pool_Dreadmobile,pool_Dreamdrinker Vampire,pool_Dreamtide Whale,pool_Drossclaw,pool_Drowner of Truth,pool_Drownyard Lurker,pool_Echoes of Eternity,"pool_Eladamri, Korvecdal",pool_Eldrazi Linebreaker,pool_Eldrazi Ravager,pool_Eldrazi Repurposer,pool_Electrozoa,pool_Emerald Medallion,pool_Emissary of Soulfire,pool_Emperor of Bones,pool_Emrakul's Messenger,"pool_Emrakul, the World Anew",pool_Endurance,pool_Envoy of the Ancestors,pool_Essence Reliquary,pool_Estrid's Invocation,pool_Etched Slith,pool_Etherium Pteramander,pool_Eviscerator's Insight,pool_Evolution Witness,pool_Expanding Ooze,pool_Expel the Unworthy,pool_Expressive Iteration,pool_Faithful Watchdog,pool_Fanatic of Rhonas,pool_Fanged Flames,pool_Fangs of Kalonia,pool_Fell the Profane,pool_Fetid Gargantua,pool_Flare of Cultivation,pool_Flare of Denial,pool_Flare of Duplication,pool_Flare of Fortitude,pool_Flare of Malice,pool_Fledgling Dragon,pool_Flooded Strand,pool_Foreboding Landscape,pool_Forest,pool_Fowl Strike,pool_Frogmyr Enforcer,pool_Furnace Hellkite,pool_Fury,pool_Galvanic Discharge,"pool_Genku, Future Shaper",pool_Ghostfire Slice,pool_Gift of the Viper,pool_Glaring Fleshraker,pool_Glasswing Grace,pool_Glimpse the Impossible,pool_Glyph Elemental,pool_Golden-Tail Trainer,pool_Gravedig,pool_Grief,pool_Grim Servant,"pool_Grist, Voracious Larva",pool_Guardian of the Forgotten,pool_Guide of Souls,pool_Harbinger of the Seas,"pool_Herigast, Erupting Nullkite",pool_Hexgold Slith,pool_Hope-Ender Coatl,pool_Horrid Shadowspinner,pool_Horrific Assault,pool_Hydra Trainer,pool_Hydroelectric Specimen,pool_Idol of False Gods,pool_Imskir Iron-Eater,pool_Indebted Spirit,pool_Infernal Captor,pool_Inspired Inventor,pool_Inventor's Axe,pool_Invert Polarity,pool_Island,pool_It That Heralds the End,pool_Izzet Generatorium,pool_Jet Medallion,pool_Jolted Awake,pool_Junk Diver,"pool_Jyoti, Moag Ancient","pool_K'rrik, Son of Yawgmoth",pool_Kaalia of the Vast,pool_Kami of Jealous Thirst,pool_Kappa Cannoneer,pool_Kozilek's Command,pool_Kozilek's Unsealing,"pool_Kozilek, the Broken Reality","pool_Kudo, King Among Bears","pool_Laelia, the Blade Reforged",pool_Legion Leadership,pool_Lethal Throwdown,pool_Lion Umbra,pool_Malevolent Rumble,pool_Mandibular Kite,pool_Marionette Apprentice,pool_Meltdown,pool_Metastatic Evangel,pool_Meteoric Mace,pool_Mindless Conscription,pool_Mogg Mob,pool_Molten Gatekeeper,pool_Monstrous Vortex,pool_Monumental Henge,pool_Mountain,pool_Muster the Departed,pool_Nadier's Nightblade,"pool_Nadu, Winged Wisdom",pool_Necrodominance,pool_Nesting Grounds,pool_Nethergoyf,pool_Nightshade Dryad,pool_Null Elemental Blast,pool_Nulldrifter,pool_Nyxborn Hydra,pool_Nyxborn Unicorn,pool_Obstinate Gargoyle,pool_Ocelot Pride,"pool_Omo, Queen of Vesuva",pool_Ondu Knotmaster,pool_Ophiomancer,pool_Orim's Chant,pool_Party Thrasher,pool_Path of Annihilation,pool_Pearl Medallion,"pool_Pearl-Ear, Imperial Advisor",pool_Perilous Landscape,pool_Persist,pool_Petrifying Meddler,"pool_Phelia, Exuberant Shepherd","pool_Phlage, Titan of Fire's Fury",pool_Phyrexian Ironworks,pool_Phyrexian Tower,pool_Pinnacle Monk,pool_Plains,pool_Planar Genesis,pool_Polluted Delta,pool_Powerbalance,pool_Priest of Titania,pool_Primal Prayers,pool_Prismatic Ending,pool_Propagator Drone,pool_Proud Pack-Rhino,pool_Psychic Frog,pool_Pyretic Rebirth,pool_Quest for the Necropolis,pool_Ral and the Implicit Maze,"pool_Ral, Monsoon Mage",pool_Razorgrass Ambush,pool_Reckless Pyrosurfer,pool_Recruiter of the Guard,pool_Reef Worm,pool_Refurbished Familiar,pool_Reiterating Bolt,pool_Retrofitted Transmogrant,pool_Revitalizing Repast,pool_Riddle Gate Gargoyle,pool_Ripples of Undeath,pool_Roil Cartographer,pool_Rosecot Knight,"pool_Rosheen, Roaring Prophet",pool_Ruby Medallion,pool_Rush of Inspiration,pool_Sage of the Unknowable,pool_Sapphire Medallion,pool_Sarpadian Simulacrum,"pool_Satya, Aetherflux Genius",pool_Scurrilous Sentry,pool_Scurry of Gremlins,pool_Seething Landscape,pool_Serum Visionary,pool_Sevinne's Reclamation,pool_Shadow of the Second Sun,pool_Shattered Landscape,pool_Sheltering Landscape,pool_Shifting Woodland,"pool_Shilgengar, Sire of Famine",pool_Shrieking Drake,pool_Siege Smash,pool_Signature Slam,pool_Sink into Stupor,pool_Six,pool_Skittering Precursor,"pool_Skoa, Embermage",pool_Smelted Chargebug,pool_Snapping Voidcraw,pool_Sneaky Snacker,pool_Snow-Covered Wastes,pool_Solar Transformer,pool_Solitude,pool_Solstice Zealot,pool_Sorin of House Markov,pool_Sowing Mycospawn,pool_Spawn-Gang Commander,pool_Springheart Nantuko,pool_Spymaster's Vault,pool_Static Prison,pool_Strength of the Harvest,pool_Strix Serenade,pool_Stump Stomp,pool_Subtlety,pool_Sundering Eruption,pool_Suppression Ray,pool_Swamp,pool_Sylvan Safekeeper,pool_Tamiyo Meets the Story Circle,"pool_Tamiyo, Inquisitive Student",pool_Temperamental Oozewagg,pool_Tempest Harvester,pool_Territory Culler,pool_The Creation of Avacyn,pool_The Hunger Tide Rises,pool_The Necrobloom,pool_Thief of Existence,pool_Thought-Knot Seer,pool_Thraben Charm,pool_Thriving Skyclaw,pool_Titans' Vanguard,pool_Toxic Deluge,pool_Tranquil Landscape,pool_Trickster's Elk,pool_Triton Wavebreaker,pool_Tune the Narrative,pool_Twisted Landscape,pool_Twisted Riddlekeeper,pool_Ugin's Binding,pool_Ugin's Labyrinth,"pool_Ulalek, Fused Atrocity","pool_Ulamog, the Defiler",pool_Unfathomable Truths,pool_Unstable Amulet,pool_Urza's Cave,pool_Urza's Incubator,pool_Utter Insignificance,pool_Vexing Bauble,pool_Victimize,pool_Voidpouncer,pool_Volatile Stormdrake,pool_Voltstorm Angel,pool_Warped Tusker,pool_Warren Soultrader,pool_Wastescape Battlemage,pool_Waterlogged Teachings,pool_Wheel of Potential,pool_White Orchid Phantom,pool_Wight of the Reliquary,pool_Windswept Heath,pool_Wing It,pool_Winter Moon,pool_Wirewood Symbiote,pool_Witch Enchanter,pool_Wither and Bloom,pool_Wooded Foothills,pool_Worn Powerstone,pool_Wrath of the Skies,pool_Writhing Chrysalis,pool_Wumpus Aberration,pool_Wurmcoil Larva,user_n_games_bucket,user_game_win_rate_bucket
MH3,PremierDraft,5bf33eab9e7745a68d0a3cf59c2ca515,2024-06-11 15:32:57,gold,7,1,0,0,"Phlage, Titan of Fire's Fury",1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.62
MH3,PremierDraft,5bf33eab9e7745a68d0a3cf59c2ca515,2024-06-11 15:32:57,gold,7,1,0,1,Flare of Fortitude,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.62
MH3,PremierDraft,5bf33eab9e7745a68d0a3cf59c2ca515,2024-06-11 15:32:57,gold,7,1,0,2,Expel the Unworthy,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.62
